Номер узла;Номер кластера;transactionAmount|Сумма;transactionDateTime|Количество;transactionAmount|Среднее;merchantCategoryCode|Кол-во уникальных;transactionDateTime|Минимум;transactionDateTime|Максимум;merchantCategoryCode|Мода;merchantCategoryCode|Мода|Значение;merchantCategoryCode|Мода|Координата;creditLimit|Среднее;currentBalance|Среднее
45;45;?;?;?;?;?;?;?;food;4,450850309002267E-90;?;?
45;45;?;?;?;?;?;?;?;food_delivery;1,8303609010817697E-90;?;?
45;45;?;?;?;?;?;?;?;fuel;1,537324481338847E-116;?;?
45;45;?;?;?;?;?;?;?;furniture;1,236804927097008E-116;?;?
45;45;?;?;?;?;?;?;?;gym;3,946888591085921E-38;?;?
45;45;?;?;?;?;?;?;?;health;1,5035444287981292E-78;?;?
45;45;?;?;?;?;?;?;?;hotels;6,646045420813009E-47;?;?
45;45;?;?;?;?;?;?;?;mobileapps;3,465989349853877E-56;?;?
45;45;?;?;?;?;?;?;?;online_gifts;2,6611662383889144E-90;?;?
45;45;?;?;?;?;?;?;?;online_retail;5,207635192240865E-67;?;?
45;45;?;?;?;?;?;?;?;online_subscriptions;3,0157887700541183E-23;?;?
45;45;?;?;?;?;?;?;?;personal care;6,014595421286261E-57;?;?
45;45;?;?;?;?;?;?;?;rideshare;1,3274586923398603E-157;?;?
45;45;?;?;?;?;?;?;?;subscriptions;1,582197496062643E-56;?;?
46;46;1373,730653103905;10;136,78809805311136;2;17.04.2016 18:54:48;12.12.2016 08:02:08;fastfood;airline;1,7012451993906256E-18;6248,263785764799;307,23097461901546
46;46;?;?;?;?;?;?;?;auto;8,549430678703493E-35;?;?
46;46;?;?;?;?;?;?;?;cable/phone;1,959574680918727E-116;?;?
46;46;?;?;?;?;?;?;?;entertainment;2,896080947384777E-130;?;?
46;46;?;?;?;?;?;?;?;fastfood;0,999999999999996;?;?
46;46;?;?;?;?;?;?;?;food;1,493615615403752E-76;?;?
46;46;?;?;?;?;?;?;?;food_delivery;6,552019487195978E-77;?;?
46;46;?;?;?;?;?;?;?;fuel;3,305172068306962E-102;?;?
46;46;?;?;?;?;?;?;?;furniture;1,893752557374026E-102;?;?
46;46;?;?;?;?;?;?;?;gym;3,022887068925194E-26;?;?
46;46;?;?;?;?;?;?;?;health;2,728284329601016E-65;?;?
46;46;?;?;?;?;?;?;?;hotels;4,264887580426037E-44;?;?
46;46;?;?;?;?;?;?;?;mobileapps;1,1583107783940797E-43;?;?
46;46;?;?;?;?;?;?;?;online_gifts;8,983459280608705E-77;?;?
46;46;?;?;?;?;?;?;?;online_retail;9,228943351142817E-65;?;?
46;46;?;?;?;?;?;?;?;online_subscriptions;5,752033513055233E-18;?;?
46;46;?;?;?;?;?;?;?;personal care;2,2044696636989794E-44;?;?
46;46;?;?;?;?;?;?;?;rideshare;6,778470208165062E-162;?;?
46;46;?;?;?;?;?;?;?;subscriptions;5,284070720751052E-44;?;?
47;47;1537,619949796487;7;223,62912933273702;2;22.01.2016 00:05:59;08.10.2016 09:50:19;fastfood;airline;4,287389142808066E-10;5609,071603224507;295,0186977719921
47;47;?;?;?;?;?;?;?;auto;5,247466268482635E-31;?;?
47;47;?;?;?;?;?;?;?;cable/phone;1,3703200032834986E-91;?;?
47;47;?;?;?;?;?;?;?;entertainment;1,5493802123886952E-103;?;?
47;47;?;?;?;?;?;?;?;fastfood;0,9999999985691513;?;?
47;47;?;?;?;?;?;?;?;food;1,2388461833153359E-57;?;?
47;47;?;?;?;?;?;?;?;food_delivery;5,2322166350368976E-58;?;?
47;47;?;?;?;?;?;?;?;fuel;1,7462520219266312E-79;?;?
47;47;?;?;?;?;?;?;?;furniture;1,3830240548541035E-79;?;?
47;47;?;?;?;?;?;?;?;gym;2,4214217618910786E-16;?;?
47;47;?;?;?;?;?;?;?;health;2,5063691253777598E-48;?;?
47;47;?;?;?;?;?;?;?;hotels;2,8835401834504766E-39;?;?
47;47;?;?;?;?;?;?;?;mobileapps;1,5924415948244873E-30;?;?
47;47;?;?;?;?;?;?;?;online_gifts;7,525686851567136E-58;?;?
47;47;?;?;?;?;?;?;?;online_retail;1,5598771716119827E-48;?;?
47;47;?;?;?;?;?;?;?;online_subscriptions;1,0021089034665126E-9;?;?
47;47;?;?;?;?;?;?;?;personal care;3,0320535599826683E-31;?;?
47;47;?;?;?;?;?;?;?;rideshare;3,5932297404715806E-131;?;?
47;47;?;?;?;?;?;?;?;subscriptions;7,371333013825761E-31;?;?
48;48;3211,433439018732;27;120,95018743114426;4;26.01.2016 02:42:54;11.12.2016 17:01:28;online_subscriptions;airline;0,37150675012107665;5747,19992172083;590,819232701315
48;48;?;?;?;?;?;?;?;auto;6,9345068866535885E-22;?;?
48;48;?;?;?;?;?;?;?;cable/phone;2,850032066066947E-68;?;?
48;48;?;?;?;?;?;?;?;entertainment;2,944503911556341E-79;?;?
48;48;?;?;?;?;?;?;?;fastfood;0,17817354017245077;?;?
48;48;?;?;?;?;?;?;?;food;1,5178639046543542E-37;?;?
48;48;?;?;?;?;?;?;?;food_delivery;6,24477727342473E-38;?;?
48;48;?;?;?;?;?;?;?;fuel;3,6832776937711347E-57;?;?
48;48;?;?;?;?;?;?;?;furniture;2,7915163475155394E-57;?;?
48;48;?;?;?;?;?;?;?;gym;0,00011693320067688307;?;?
48;48;?;?;?;?;?;?;?;health;1,586304738460881E-29;?;?
48;48;?;?;?;?;?;?;?;hotels;2,102915736696227E-29;?;?
48;48;?;?;?;?;?;?;?;mobileapps;1,1502463364122306E-14;?;?
48;48;?;?;?;?;?;?;?;online_gifts;9,056413287889104E-38;?;?
48;48;?;?;?;?;?;?;?;online_retail;4,720631768448891E-38;?;?
48;48;?;?;?;?;?;?;?;online_subscriptions;0,45020277650580004;?;?
48;48;?;?;?;?;?;?;?;personal care;2,13837533449441E-15;?;?
48;48;?;?;?;?;?;?;?;rideshare;6,957651741089543E-84;?;?
48;48;?;?;?;?;?;?;?;subscriptions;5,312129497476989E-15;?;?
49;49;2989,8124467815037;31;89,87557422863281;4;06.02.2016 04:16:51;21.12.2016 15:55:15;online_subscriptions;airline;0,3077226978479564;8485,220161441042;548,5724843449269
49;49;?;?;?;?;?;?;?;auto;1,2279418146706845E-22;?;?
49;49;?;?;?;?;?;?;?;cable/phone;2,9644614950961965E-59;?;?
49;49;?;?;?;?;?;?;?;entertainment;1,2335009240506495E-69;?;?
49;49;?;?;?;?;?;?;?;fastfood;0,00003615356247149332;?;?
49;49;?;?;?;?;?;?;?;food;4,06579079908639E-30;?;?
49;49;?;?;?;?;?;?;?;food_delivery;1,943677804872714E-30;?;?
49;49;?;?;?;?;?;?;?;fuel;1,7811671407970448E-48;?;?
49;49;?;?;?;?;?;?;?;furniture;1,021551024399963E-48;?;?
49;49;?;?;?;?;?;?;?;gym;0,32182984955031196;?;?
49;49;?;?;?;?;?;?;?;health;9,785379027732666E-23;?;?
49;49;?;?;?;?;?;?;?;hotels;1,7988814291128525E-30;?;?
49;49;?;?;?;?;?;?;?;mobileapps;3,1104876000285114E-9;?;?
49;49;?;?;?;?;?;?;?;online_gifts;2,4431460226317114E-30;?;?
49;49;?;?;?;?;?;?;?;online_retail;2,7430453691762324E-39;?;?
49;49;?;?;?;?;?;?;?;online_subscriptions;0,3704112943000948;?;?
49;49;?;?;?;?;?;?;?;personal care;1,53378074459537E-10;?;?
49;49;?;?;?;?;?;?;?;rideshare;2,1418044980024783E-80;?;?
49;49;?;?;?;?;?;?;?;subscriptions;1,475331317958888E-9;?;?
50;50;2116,509985909242;33;64,10581567463146;4;26.02.2016 08:49:14;25.12.2016 13:20:11;gym;airline;4,0068329939422393E-17;13756,295853584475;398,63105648758716
50;50;?;?;?;?;?;?;?;auto;4,401591019407293E-42;?;?
50;50;?;?;?;?;?;?;?;cable/phone;6,92382924850221E-71;?;?
50;50;?;?;?;?;?;?;?;entertainment;4,31215401925436E-81;?;?
50;50;?;?;?;?;?;?;?;fastfood;1,0124817941944722E-25;?;?
50;50;?;?;?;?;?;?;?;food;9,474718687734989E-42;?;?
50;50;?;?;?;?;?;?;?;food_delivery;9,230460389071953E-51;?;?
50;50;?;?;?;?;?;?;?;fuel;2,689585402067958E-60;?;?
50;50;?;?;?;?;?;?;?;furniture;1,6462038694054828E-60;?;?
50;50;?;?;?;?;?;?;?;gym;0,9999999999999949;?;?
50;50;?;?;?;?;?;?;?;health;1,1164773934725005E-33;?;?
50;50;?;?;?;?;?;?;?;hotels;2,7040320549915424E-51;?;?
50;50;?;?;?;?;?;?;?;mobileapps;6,191317419751971E-17;?;?
50;50;?;?;?;?;?;?;?;online_gifts;6,669391282407414E-42;?;?
50;50;?;?;?;?;?;?;?;online_retail;9,644533512907446E-61;?;?
50;50;?;?;?;?;?;?;?;online_subscriptions;4,780783727971032E-17;?;?
50;50;?;?;?;?;?;?;?;personal care;3,6100135676449047E-26;?;?
50;50;?;?;?;?;?;?;?;rideshare;1,911016056700421E-102;?;?
50;50;?;?;?;?;?;?;?;subscriptions;3,7275549845723815E-17;?;?
51;51;12581,938234940704;96;82,2093955732203;4;27.01.2016 22:53:54;23.12.2016 20:12:57;mobileapps;airline;4,043188827177142E-6;8365,771297264266;1180,903005999267
51;51;?;?;?;?;?;?;?;auto;8,305035675673277E-24;?;?
51;51;?;?;?;?;?;?;?;cable/phone;2,7997728922639837E-41;?;?
51;51;?;?;?;?;?;?;?;entertainment;2,3852429681645476E-50;?;?
51;51;?;?;?;?;?;?;?;fastfood;6,501324141761463E-17;?;?
51;51;?;?;?;?;?;?;?;food;3,32472367932667E-16;?;?
51;51;?;?;?;?;?;?;?;food_delivery;9,567084741426898E-32;?;?
51;51;?;?;?;?;?;?;?;fuel;7,154266209309783E-32;?;?
51;51;?;?;?;?;?;?;?;furniture;4,7069493969791805E-32;?;?
51;51;?;?;?;?;?;?;?;gym;0,2390185382212015;?;?
51;51;?;?;?;?;?;?;?;health;2,2681095870895405E-10;?;?
51;51;?;?;?;?;?;?;?;hotels;6,732702614909566E-41;?;?
51;51;?;?;?;?;?;?;?;mobileapps;0,41284665523000375;?;?
51;51;?;?;?;?;?;?;?;online_gifts;2,3754500030482147E-16;?;?
51;51;?;?;?;?;?;?;?;online_retail;3,7867926854272697E-41;?;?
51;51;?;?;?;?;?;?;?;online_subscriptions;5,31227752320949E-10;?;?
51;51;?;?;?;?;?;?;?;personal care;4,0287127960929946E-11;?;?
51;51;?;?;?;?;?;?;?;rideshare;3,998653924224291E-72;?;?
51;51;?;?;?;?;?;?;?;subscriptions;0,34813076256165454;?;?
52;52;11128,652452809914;84;93,02214382604986;4;19.01.2016 15:01:42;22.12.2016 14:53:10;mobileapps;airline;3,753839933580757E-12;6496,780090990199;1117,1327657909435
52;52;?;?;?;?;?;?;?;auto;2,7655450805054183E-34;?;?
52;52;?;?;?;?;?;?;?;cable/phone;7,957103137044571E-35;?;?
52;52;?;?;?;?;?;?;?;entertainment;6,130559062171085E-44;?;?
52;52;?;?;?;?;?;?;?;fastfood;4,888368702292359E-26;?;?
52;52;?;?;?;?;?;?;?;food;9,759725206082998E-11;?;?
52;52;?;?;?;?;?;?;?;food_delivery;2,96843022209675E-34;?;?
52;52;?;?;?;?;?;?;?;fuel;1,1907582514239423E-25;?;?
52;52;?;?;?;?;?;?;?;furniture;1,0081841525393472E-25;?;?
52;52;?;?;?;?;?;?;?;gym;0,000012526798536062114;?;?
52;52;?;?;?;?;?;?;?;health;3,447710913710601E-11;?;?
52;52;?;?;?;?;?;?;?;hotels;1,2248053759385761E-54;?;?
52;52;?;?;?;?;?;?;?;mobileapps;0,5504139005342293;?;?
52;52;?;?;?;?;?;?;?;online_gifts;5,769374989640755E-11;?;?
52;52;?;?;?;?;?;?;?;online_retail;1,4961187221355278E-44;?;?
52;52;?;?;?;?;?;?;?;online_subscriptions;1,49002826983465E-17;?;?
52;52;?;?;?;?;?;?;?;personal care;5,321943219636893E-12;?;?
52;52;?;?;?;?;?;?;?;rideshare;6,960305233719606E-66;?;?
52;52;?;?;?;?;?;?;?;subscriptions;0,4495735724684078;?;?
53;53;5428,151084727679;45;99,93726974754058;4;20.01.2016 08:20:05;21.12.2016 19:56:47;mobileapps;airline;3,415018726237722E-16;6138,268872611921;749,6780320954858
53;53;?;?;?;?;?;?;?;auto;1,6701160136729419E-37;?;?
53;53;?;?;?;?;?;?;?;cable/phone;9,505592103783872E-30;?;?
53;53;?;?;?;?;?;?;?;entertainment;3,9125141048158256E-29;?;?
53;53;?;?;?;?;?;?;?;fastfood;9,349261547244047E-30;?;?
53;53;?;?;?;?;?;?;?;food;0,0002606244435866637;?;?
53;53;?;?;?;?;?;?;?;food_delivery;3,8983519466236805E-29;?;?
53;53;?;?;?;?;?;?;?;fuel;3,9323454444269605E-15;?;?
53;53;?;?;?;?;?;?;?;furniture;3,0280971635151265E-15;?;?
53;53;?;?;?;?;?;?;?;gym;1,6962912413943557E-9;?;?
53;53;?;?;?;?;?;?;?;health;1,6137072412798824E-9;?;?
53;53;?;?;?;?;?;?;?;hotels;6,212506730268069E-57;?;?
53;53;?;?;?;?;?;?;?;mobileapps;0,559901206002872;?;?
53;53;?;?;?;?;?;?;?;online_gifts;0,00016312376405454477;?;?
53;53;?;?;?;?;?;?;?;online_retail;8,078860395045547E-38;?;?
53;53;?;?;?;?;?;?;?;online_subscriptions;1,5223258145708068E-21;?;?
53;53;?;?;?;?;?;?;?;personal care;3,0537270300360314E-15;?;?
53;53;?;?;?;?;?;?;?;rideshare;4,089327731579531E-47;?;?
53;53;?;?;?;?;?;?;?;subscriptions;0,43967504247950406;?;?
54;54;21665,361504777095;159;128,78779974891486;5;14.01.2016 18:51:41;19.12.2016 03:22:57;food;airline;1,6061842789384562E-20;22887,33979395721;3649,070358155162
54;54;?;?;?;?;?;?;?;auto;1,2679812236381003E-41;?;?
54;54;?;?;?;?;?;?;?;cable/phone;8,913461191381338E-27;?;?
54;54;?;?;?;?;?;?;?;entertainment;2,539157116705169E-19;?;?
54;54;?;?;?;?;?;?;?;fastfood;2,183126939186667E-34;?;?
54;54;?;?;?;?;?;?;?;food;0,6701371755815828;?;?
54;54;?;?;?;?;?;?;?;food_delivery;3,5190014194935676E-26;?;?
54;54;?;?;?;?;?;?;?;fuel;2,982462572596869E-8;?;?
54;54;?;?;?;?;?;?;?;furniture;1,3413521815792615E-13;?;?
54;54;?;?;?;?;?;?;?;gym;1,3531585527232187E-13;?;?
54;54;?;?;?;?;?;?;?;health;2,0706677210612755E-8;?;?
54;54;?;?;?;?;?;?;?;hotels;3,7806872706280015E-61;?;?
54;54;?;?;?;?;?;?;?;mobileapps;0,0006557270758382101;?;?
54;54;?;?;?;?;?;?;?;online_gifts;0,32867015811081196;?;?
54;54;?;?;?;?;?;?;?;online_retail;2,26583211124571E-34;?;?
54;54;?;?;?;?;?;?;?;online_subscriptions;4,3942829327581236E-26;?;?
54;54;?;?;?;?;?;?;?;personal care;1,23668812483979E-19;?;?
54;54;?;?;?;?;?;?;?;rideshare;2,371045077299698E-42;?;?
54;54;?;?;?;?;?;?;?;subscriptions;0,000536888700226986;?;?
55;55;22784,259423271884;165;131,98995176021762;5;11.01.2016 18:10:47;23.12.2016 01:29:33;food;airline;1,4716727557617197E-30;26482,344194650334;4040,6052051105767
55;55;?;?;?;?;?;?;?;auto;3,414319147575579E-57;?;?
55;55;?;?;?;?;?;?;?;cable/phone;5,515327883599691E-30;?;?
55;55;?;?;?;?;?;?;?;entertainment;3,759594554890749E-15;?;?
55;55;?;?;?;?;?;?;?;fastfood;1,0084808892227575E-47;?;?
55;55;?;?;?;?;?;?;?;food;0,5503135656753768;?;?
55;55;?;?;?;?;?;?;?;food_delivery;2,1635222911367012E-29;?;?
55;55;?;?;?;?;?;?;?;fuel;0,00012415489366524566;?;?
55;55;?;?;?;?;?;?;?;furniture;2,4514134881608196E-15;?;?
55;55;?;?;?;?;?;?;?;gym;4,0868208388950155E-22;?;?
55;55;?;?;?;?;?;?;?;health;4,516119265289979E-15;?;?
55;55;?;?;?;?;?;?;?;hotels;1,0456454959504788E-79;?;?
55;55;?;?;?;?;?;?;?;mobileapps;2,3935806285247304E-9;?;?
55;55;?;?;?;?;?;?;?;online_gifts;0,4495622750445754;?;?
55;55;?;?;?;?;?;?;?;online_retail;8,274052946853387E-47;?;?
55;55;?;?;?;?;?;?;?;online_subscriptions;9,333433423696557E-38;?;?
55;55;?;?;?;?;?;?;?;personal care;1,0534024035744705E-29;?;?
55;55;?;?;?;?;?;?;?;rideshare;3,5351054061176527E-47;?;?
55;55;?;?;?;?;?;?;?;subscriptions;1,992851434241022E-9;?;?
56;56;13921,809206585613;108;106,34463534990383;5;15.01.2016 21:51:09;25.12.2016 15:31:45;fuel;airline;1,7642137515597036E-38;16947,975069922406;2610,339991536025
56;56;?;?;?;?;?;?;?;auto;1,2828306108391606E-66;?;?
56;56;?;?;?;?;?;?;?;cable/phone;1,9456038596990038E-29;?;?
56;56;?;?;?;?;?;?;?;entertainment;2,5084234716365908E-9;?;?
56;56;?;?;?;?;?;?;?;fastfood;8,48028972470195E-57;?;?
56;56;?;?;?;?;?;?;?;food;0,20919348000689086;?;?
56;56;?;?;?;?;?;?;?;food_delivery;3,298176158363132E-29;?;?
56;56;?;?;?;?;?;?;?;fuel;0,4736012064394061;?;?
56;56;?;?;?;?;?;?;?;furniture;7,0280175135481605E-15;?;?
56;56;?;?;?;?;?;?;?;gym;3,743186299558657E-29;?;?
56;56;?;?;?;?;?;?;?;health;2,870341623478832E-21;?;?
56;56;?;?;?;?;?;?;?;hotels;5,036202288845341E-90;?;?
56;56;?;?;?;?;?;?;?;mobileapps;9,857838137788903E-15;?;?
56;56;?;?;?;?;?;?;?;online_gifts;0,31720531104526795;?;?
56;56;?;?;?;?;?;?;?;online_retail;2,6022990399494833E-46;?;?
56;56;?;?;?;?;?;?;?;online_subscriptions;2,4250324255984213E-46;?;?
56;56;?;?;?;?;?;?;?;personal care;1,3571092816346055E-37;?;?
56;56;?;?;?;?;?;?;?;rideshare;1,7006624633075142E-46;?;?
56;56;?;?;?;?;?;?;?;subscriptions;8,889168684916073E-15;?;?
57;57;2807,9523244038396;39;70,17908179725082;5;11.01.2016 02:18:21;25.12.2016 22:55:40;fuel;airline;1,295455936568617E-81;1908,6277793825805;437,9925255444368
57;57;?;?;?;?;?;?;?;auto;6,435543687645919E-122;?;?
57;57;?;?;?;?;?;?;?;cable/phone;1,813015025752601E-57;?;?
57;57;?;?;?;?;?;?;?;entertainment;7,337259258362276E-27;?;?
57;57;?;?;?;?;?;?;?;fastfood;5,045295029289977E-108;?;?
57;57;?;?;?;?;?;?;?;food;3,1761874636942172E-18;?;?
57;57;?;?;?;?;?;?;?;food_delivery;8,593168090734792E-69;?;?
57;57;?;?;?;?;?;?;?;fuel;0,9999999999999952;?;?
57;57;?;?;?;?;?;?;?;furniture;2,385925447096605E-36;?;?
57;57;?;?;?;?;?;?;?;gym;1,3686492342682117E-68;?;?
57;57;?;?;?;?;?;?;?;health;6,315675031932593E-57;?;?
57;57;?;?;?;?;?;?;?;hotels;1,2564406794923155E-153;?;?
57;57;?;?;?;?;?;?;?;mobileapps;3,1857635579159843E-46;?;?
57;57;?;?;?;?;?;?;?;online_gifts;3,576512677475723E-18;?;?
57;57;?;?;?;?;?;?;?;online_retail;2,0733752456291207E-80;?;?
57;57;?;?;?;?;?;?;?;online_subscriptions;2,3268798977337704E-93;?;?
57;57;?;?;?;?;?;?;?;personal care;1,0844359044294551E-80;?;?
57;57;?;?;?;?;?;?;?;rideshare;1,768619379906305E-80;?;?
57;57;?;?;?;?;?;?;?;subscriptions;2,5003144904684723E-46;?;?
58;58;3705,0913939708375;41;89,4451037992891;4;15.01.2016 02:29:10;26.12.2016 10:54:21;fuel;airline;9,106454912313288E-97;7287,338041899056;1097,9032984288197
58;58;?;?;?;?;?;?;?;auto;7,416397088017017E-139;?;?
58;58;?;?;?;?;?;?;?;cable/phone;7,013785486914599E-60;?;?
58;58;?;?;?;?;?;?;?;entertainment;4,674969372707122E-30;?;?
58;58;?;?;?;?;?;?;?;fastfood;2,218285676578207E-124;?;?
58;58;?;?;?;?;?;?;?;food;4,0674151286598844E-30;?;?
58;58;?;?;?;?;?;?;?;food_delivery;3,513957056589104E-83;?;?
58;58;?;?;?;?;?;?;?;fuel;0,9999999999999968;?;?
58;58;?;?;?;?;?;?;?;furniture;2,81780216021537E-49;?;?
58;58;?;?;?;?;?;?;?;gym;6,011417357191405E-83;?;?
58;58;?;?;?;?;?;?;?;health;1,5118745138100915E-70;?;?
58;58;?;?;?;?;?;?;?;hotels;1,7166110902608706E-171;?;?
58;58;?;?;?;?;?;?;?;mobileapps;2,044085146524023E-59;?;?
58;58;?;?;?;?;?;?;?;online_gifts;3,849399283688428E-30;?;?
58;58;?;?;?;?;?;?;?;online_retail;8,058172380893184E-83;?;?
58;58;?;?;?;?;?;?;?;online_subscriptions;3,4596610693392216E-109;?;?
58;58;?;?;?;?;?;?;?;personal care;7,03134590943619E-96;?;?
58;58;?;?;?;?;?;?;?;rideshare;9,778783327239888E-83;?;?
58;58;?;?;?;?;?;?;?;subscriptions;1,6435716604341818E-59;?;?
59;59;2628,8483620236875;32;83,53873772838543;4;23.01.2016 00:02:01;25.12.2016 19:22:24;fuel;airline;3,910838237701555E-95;17270,876390217953;836,4908780911788
59;59;?;?;?;?;?;?;?;auto;7,031078266995932E-136;?;?
59;59;?;?;?;?;?;?;?;cable/phone;2,280128013657491E-59;?;?
59;59;?;?;?;?;?;?;?;entertainment;5,269025646040613E-22;?;?
59;59;?;?;?;?;?;?;?;fastfood;1,0961771067868126E-121;?;?
59;59;?;?;?;?;?;?;?;food;4,613398470174946E-30;?;?
59;59;?;?;?;?;?;?;?;food_delivery;7,191721229699406E-82;?;?
59;59;?;?;?;?;?;?;?;fuel;0,9999999999999966;?;?
59;59;?;?;?;?;?;?;?;furniture;9,547267476712985E-49;?;?
59;59;?;?;?;?;?;?;?;gym;7,931029598181619E-82;?;?
59;59;?;?;?;?;?;?;?;health;8,094141817349367E-70;?;?
59;59;?;?;?;?;?;?;?;hotels;4,051937950020636E-168;?;?
59;59;?;?;?;?;?;?;?;mobileapps;6,196792026387994E-59;?;?
59;59;?;?;?;?;?;?;?;online_gifts;3,70754993607809E-30;?;?
59;59;?;?;?;?;?;?;?;online_retail;3,499788822913894E-70;?;?
59;59;?;?;?;?;?;?;?;online_subscriptions;4,5399306597276304E-107;?;?
59;59;?;?;?;?;?;?;?;personal care;2,823801998058534E-94;?;?
59;59;?;?;?;?;?;?;?;rideshare;7,109252112514125E-70;?;?
59;59;?;?;?;?;?;?;?;subscriptions;5,484018677432276E-59;?;?
60;60;2047,7536857125492;22;86,64541915062054;3;29.01.2016 22:19:00;16.12.2016 19:27:20;fastfood;airline;1,3515670450467873E-22;6027,75886759546;541,4280049057008
60;60;?;?;?;?;?;?;?;auto;2,310618461862399E-39;?;?
60;60;?;?;?;?;?;?;?;cable/phone;5,149727097983839E-127;?;?
60;60;?;?;?;?;?;?;?;entertainment;5,666669502730574E-142;?;?
60;60;?;?;?;?;?;?;?;fastfood;0,9999999999999968;?;?
60;60;?;?;?;?;?;?;?;food;3,5095350892264123E-97;?;?
60;60;?;?;?;?;?;?;?;food_delivery;4,939329143414299E-84;?;?
60;60;?;?;?;?;?;?;?;fuel;4,084742908221504E-126;?;?
60;60;?;?;?;?;?;?;?;furniture;8,268002508427819E-112;?;?
60;60;?;?;?;?;?;?;?;gym;1,8565518451449017E-39;?;?
60;60;?;?;?;?;?;?;?;health;1,437227054800458E-71;?;?
60;60;?;?;?;?;?;?;?;hotels;2,7093148889883183E-39;?;?
60;60;?;?;?;?;?;?;?;mobileapps;2,4892416962734054E-59;?;?
60;60;?;?;?;?;?;?;?;online_gifts;6,108910640735447E-84;?;?
60;60;?;?;?;?;?;?;?;online_retail;1,1975593731186565E-59;?;?
60;60;?;?;?;?;?;?;?;online_subscriptions;4,351941589513528E-30;?;?
60;60;?;?;?;?;?;?;?;personal care;2,522809840246265E-49;?;?
60;60;?;?;?;?;?;?;?;rideshare;1,043814656813586E-175;?;?
60;60;?;?;?;?;?;?;?;subscriptions;5,953307360846823E-49;?;?
61;61;12878,390272509174;88;145,61788106869153;3;10.01.2016 16:33:32;20.12.2016 14:41:22;fastfood;airline;9,423953902973956E-17;3454,6832515847486;728,4014562510838
61;61;?;?;?;?;?;?;?;auto;8,75545052315991E-34;?;?
61;61;?;?;?;?;?;?;?;cable/phone;1,660088268080494E-113;?;?
61;61;?;?;?;?;?;?;?;entertainment;4,905121175954041E-127;?;?
61;61;?;?;?;?;?;?;?;fastfood;0,9999999999999949;?;?
61;61;?;?;?;?;?;?;?;food;1,613922393029332E-86;?;?
61;61;?;?;?;?;?;?;?;food_delivery;6,709852141827013E-75;?;?
61;61;?;?;?;?;?;?;?;fuel;1,351053909797739E-112;?;?
61;61;?;?;?;?;?;?;?;furniture;1,0804020143613633E-99;?;?
61;61;?;?;?;?;?;?;?;gym;6,618653699004414E-34;?;?
61;61;?;?;?;?;?;?;?;health;6,334154596998473E-64;?;?
61;61;?;?;?;?;?;?;?;hotels;3,1702548815115135E-43;?;?
61;61;?;?;?;?;?;?;?;mobileapps;7,94372199104686E-53;?;?
61;61;?;?;?;?;?;?;?;online_gifts;8,125647453706106E-75;?;?
61;61;?;?;?;?;?;?;?;online_retail;2,2060928889475055E-63;?;?
61;61;?;?;?;?;?;?;?;online_subscriptions;6,247623064010045E-25;?;?
61;61;?;?;?;?;?;?;?;personal care;1,4253147982769152E-43;?;?
61;61;?;?;?;?;?;?;?;rideshare;6,23163094429613E-158;?;?
61;61;?;?;?;?;?;?;?;subscriptions;3,774034130938826E-43;?;?
62;62;12224,284836738767;83;154,64856016444273;3;15.01.2016 18:29:25;15.12.2016 22:43:52;fastfood;airline;0,280680768309575;6459,431388110588;1608,4300079000798
62;62;?;?;?;?;?;?;?;auto;8,177038067066959E-16;?;?
62;62;?;?;?;?;?;?;?;cable/phone;1,1844908506829096E-69;?;?
62;62;?;?;?;?;?;?;?;entertainment;1,249960156895069E-80;?;?
62;62;?;?;?;?;?;?;?;fastfood;0,7192541357018996;?;?
62;62;?;?;?;?;?;?;?;food;6,194648554068713E-48;?;?
62;62;?;?;?;?;?;?;?;food_delivery;5,953393517945962E-39;?;?
62;62;?;?;?;?;?;?;?;fuel;5,784451360577566E-69;?;?
62;62;?;?;?;?;?;?;?;furniture;1,4046833405806032E-58;?;?
62;62;?;?;?;?;?;?;?;gym;5,946845741966129E-10;?;?
62;62;?;?;?;?;?;?;?;health;2,0027750126602914E-30;?;?
62;62;?;?;?;?;?;?;?;hotels;1,2955597877534966E-22;?;?
62;62;?;?;?;?;?;?;?;mobileapps;3,599640118426945E-22;?;?
62;62;?;?;?;?;?;?;?;online_gifts;8,60095381101805E-39;?;?
62;62;?;?;?;?;?;?;?;online_retail;1,2338903596808431E-30;?;?
62;62;?;?;?;?;?;?;?;online_subscriptions;0,00006509539385547242;?;?
62;62;?;?;?;?;?;?;?;personal care;4,642542267452457E-16;?;?
62;62;?;?;?;?;?;?;?;rideshare;9,976191104824559E-97;?;?
62;62;?;?;?;?;?;?;?;subscriptions;1,1443957654522401E-15;?;?
63;63;6708,951836630512;48;135,4656799894545;3;29.01.2016 12:18:57;16.12.2016 06:41:00;airline;airline;0,9999999999999951;7720,666322096739;925,3424759474847
63;63;?;?;?;?;?;?;?;auto;4,063116708307459E-34;?;?
63;63;?;?;?;?;?;?;?;cable/phone;7,73208787930848E-84;?;?
63;63;?;?;?;?;?;?;?;entertainment;6,066539581240431E-95;?;?
63;63;?;?;?;?;?;?;?;fastfood;1,684224803953507E-17;?;?
63;63;?;?;?;?;?;?;?;food;1,2829898080568162E-61;?;?
