Номер узла;Номер кластера;airline;auto;entertainment;fastfood;food;furniture;health;hotels;online_gifts;online_retail;personal care;rideshare;subscriptions;transactionAmount|Сумма;transactionAmount|Среднее;merchantCategoryCode|Кол-во уникальных;creditLimit|Среднее;currentBalance|Среднее;transactionDateTime|Количество
82;82;0,02620773183439728;0,08898785554297846;0,0005877499911793947;0,0006951070062103456;0,00047024042151006093;0,00009489491600771825;0,000152312203303536;0,00016644388298926613;0,05580413004841774;0,32979083263184245;0,49131607474958666;0,000644803640123695;5,282831438351855E-7;2504,613676530431;131,93820034854377;3;12316,948949301306;624,1405565807758;19
83;83;0,006297382605273797;0,0056763764910729275;0,004432795474595731;0,011732594738451384;0,007123793094599856;0,2873653708594077;0,0024385606810976173;0,0030953858555540148;0,004880177356103639;0,05135136522177782;0,5631062511633987;0,010703203763096256;4,8026509211288735E-6;9622,025434243447;115,8837826502804;3;8878,331212232313;951,5991206807062;69
84;84;0,0009715070483824325;0,00037403916082700075;0,05192600598354398;0,025259933346586216;0,043423914897371;0,5022865233853132;0,00020903511091598857;0,00001997121195796883;0,00030208505978077213;0,002572874350507501;0,3589915195813514;0,0025958214951999313;2,0923529185476792E-7;2543,442064465574;133,95350151149594;3;6551,250969312573;573,6508371735304;18
85;85;0,001025901117639613;0,0004587075578943872;0,002464645231061231;0,35656645420324073;0,028502156746198708;0,007649001600888076;0,001177605495385172;0,0007172181014932018;0,0007846820776699112;0,010882122355113153;0,2681023178866598;0,13939636031895644;0,0002398377024289652;13527,542201756982;90,46765852864768;4;12729,25571094543;3246,115674164613;99
86;86;5,079851197120404E-7;1,9870464008170826E-7;0,0005089992058299002;0,3956810069916484;0,0021002000781204333;1,0105333816237416E-7;0,01666124516336922;0,01375845578806723;0,007499624999356136;0,005909249735117203;3,648288260739249E-6;0,00040157306603759;0,0062520029257265245;1154,2511425881382;44,508233716623366;3;4484,413784260674;223,31335573939378;20
87;87;0,05893460366217221;0,00020520351294743224;0,009751958073022123;0,5362228459504568;0,00595629218882856;2,206371857478302E-7;0,0026389082319600325;0,011418295462302028;0,03683905114391352;0,014182896547743703;4,826669629758379E-8;0,007599692264105028;3,7685663084646225E-6;1790,8959646160504;56,84038657908005;4;13012,6499800542;500,5687185076301;29
88;88;0,001471505446893596;0,007234389255637702;0,005449014659777836;0,7636535782675156;0,033439885008258056;0,005361808796240969;0,005575852934308456;0,025232234613873236;0,009400150978929165;0,057297633280385424;0,00008580285389971506;0,005914001725359116;0,000900359780810125;6914,796770667687;111,4904842192357;5;16967,290551448288;1310,6980580825684;58
89;89;0,001272238772722291;0,016801072201818514;0,00855813001355064;0,879355686904787;0,021259455223630246;6,516499308672805E-7;4,138652699554285E-7;0,016619384702811713;0,00035155956161342285;0,029093066162209674;0,0004349895772088778;0,004590693533882756;0,010341183025496248;100861,48269040496;142,73873616385575;6;17058,451359884264;8422,552124929776;687
90;90;0,0032792187958172697;0,007218179719065735;0,023809813689989138;0,024418283749460815;0,00844639357739467;0,001854686011120927;0,004373301085787969;0,007651996036984215;0,013240476444209644;0,042732043712647445;0,013382509723015853;0,00537165003746052;0,010650576312491746;1159,4914810152193;38,21032225201756;4;17307,983237034343;245,81975051049466;29
91;91;6,186115979768444E-10;0,0001817991588680175;4,4005762684709825E-9;0,00989508703246126;1,3821253953589278E-8;8,535867280083421E-11;2,1493818509946364E-8;2,919170756085211E-9;2,3236829589404887E-9;6,037274871198412E-9;1,258288092114536E-9;1,003704655982918E-9;1,714351898125186E-9;594,42074627005;27,163840732308895;2;17424,687497163646;172,16111218430672;16
92;92;4,208483661850392E-10;1,8555583645426463E-9;8,744703133089588E-9;2,556643556573821E-9;1,2266434191824261E-8;2,57541222071765E-10;7,363639175580018E-11;1,1862571979272429E-9;2,4020406380771176E-10;1,4380304045549656E-9;2,424756429451279E-10;3,225185202971375E-10;2,0319655495406007E-15;233,36859650871145;22,206258616041772;1;7006,603353627896;44,608652600551665;8
93;93;0,024904009333555285;0,0048520692648936865;0,2879758335070683;0,00856880481807771;0,01602535392716119;7,243360012648475E-8;5,372231716597013E-7;2,322011856443552E-7;0,008205969623658006;0,03050595818460065;2,475353178165944E-6;0,007469340510640099;0,001572005361424689;1287,6507948737014;43,443679895284504;3;7429,636750462557;432,6412070794835;29
94;94;3,73610982595825E-10;0,019455126764852722;0,000011012312843570848;0,023899524805219695;0,00909158720867899;1,341909761562335E-7;0,039872672938947154;0,0027030153334690996;1,2578281125135355E-6;0,026907478809695802;9,625155379273599E-6;0,02086826398265326;0,65120855168497;2240,3587360739903;74,04778913106045;3;5590,900314063073;636,9723750510501;23
95;95;1,4410029611179428E-7;5,527031587039044E-7;0,002700659248601884;0,018686137195273934;0,006994188260166815;0,00153734595257692;6,145582000073956E-7;5,874094029559034E-7;3,842434493534331E-6;0,024423321158775203;0,0002558970470817091;6,024252177968306E-7;0,881741773405137;6362,779556127377;124,45223573637814;3;17232,227208139433;1566,8667016185607;45
96;96;0,00031021783298723236;0,0002039352019345702;0,10413696869668766;0,0006225436056910996;0,09133790392319259;0,00007656668694555548;1,0122790516074697E-6;0,0018528324020912553;0,3258533423970279;0,020442527275108202;0,0005782866671793569;0,008737537211453825;0,43680684816825843;7600,239500229157;150,5324307046002;5;17247,08480610321;2059,8552150705195;54
97;97;0,00004880865371337459;6,291916708440041E-6;0,004777065123159971;0,00008151482932533057;0,00008173411099669892;0,0009932484917711294;0,0000429402718702056;0,00014842972952720874;0,5774954641083807;0,04044228986347862;0,00011291321156410729;0,021189400734858064;0,3032561829622145;2157,984393735922;81,32407582112053;4;7020,789973095319;321,88572393846704;23
98;98;6,120249745673431E-7;0,003708914270474394;0,010662324647480344;0,0325567779825097;0,0012951242214248298;2,9619946609046806E-6;0,041466578474444175;0,002920550283875838;0,6030104855245748;0,24631874575870458;0,006644443732008622;0,009661000260191515;0,0060252830127275545;9125,341271938063;157,9376205086276;4;5689,3174626567325;629,8169919298922;66
99;99;0,000032114657270604836;4,6736737067462275E-6;0,005257498611770249;0,010809732085604156;0,12451719215123352;0,000016936361549725192;0,018998961572207464;0,00636227237498066;0,5657958851401537;0,20320542855557414;0,0007164058031320035;0,00006794270624683126;4,521232796224487E-6;6349,560752905563;110,65117471259073;4;15698,681841329317;3001,7223558076985;50
100;100;0,000027543501669610957;0,00007056686245580956;0,001328378223524765;0,05379500599867587;0,03436222957013055;0,027379108138043177;0,00007133354206596247;0,0012714644409326612;0,07530083082834224;0,05966061844713685;0,6398891998489666;0,04978035817028883;0,00003794635238873643;7897,493601827625;109,60416766571751;5;49737,04585936658;3122,892254680169;63
101;101;2,4801582986024426E-7;8,965022147129806E-7;8,117885474951811E-7;0,004113888573397506;1,7113708830710281E-6;4,592156019689041E-7;2,55907095363521E-7;1,1190529767160017E-6;5,563751847657337E-6;0,013152367995092402;0,9064969925732056;2,8195690497875983E-6;7,395101599369421E-7;1961,3498144241162;90,95016852905376;2;12202,753656966062;315,12341539061237;19
102;102;4,911352612848336E-9;4,953367141755464E-9;0,011141363239322815;0,002308551856808561;0,01427764418488973;0,004095684973435984;3,740706716091573E-6;0,00028163830822528044;6,110481205104521E-9;0,04790065971844079;0,8645371121264906;0,012157203137426416;5,4812542940553015E-9;8460,408415560141;124,34784808163494;3;2813,5258221657314;476,1534517868879;61
103;103;0,000967311245650632;0,006461202902455561;0,011561355045011056;0,28808180926919114;0,005027048060839174;0,00001534582999137551;4,981304839198803E-7;2,3398508598843058E-6;0,007362799117563989;0,017674239575783564;0,6150421506664041;0,02212238968786853;1,2806195047335366E-6;16249,767660041744;145,04927895961288;4;9000,180168918338;1331,3615320064807;109
104;104;0,011344442528863047;0,00033260132030597355;0,043586859077465887;0,506708566874656;0,021843864708264046;0,007449076860611381;0,0014473894073271847;0,009845725783188944;0,002006701757590046;0,025842172623055333;0,32929539379343814;0,0006756695736362373;0,006283256272292804;18388,4635973768;127,37426711504442;5;5308,6261788462425;1342,7615684242023;131
105;105;7,350075038842848E-6;2,8190667297168492E-6;0,000011587495140882726;0,39451171811445124;0,230920756868612;0,011049018725318204;0,0250642722019912;0,023618706221600137;0,0004383737754039999;0,01464422982142474;0,00004747348631619574;0,00032689628583100705;3,2227124758015787E-6;2099,7554048721568;76,82979308231718;4;7354,904438375553;437,1356584285411;27
106;106;0,003926086686633501;2,0153861098147833E-8;0,010811245630683754;0,6825894461258017;0,2563388501525337;4,039888799143875E-9;1,2029412482602725E-8;0,008155084507826506;0,004073166652652184;0,028898979099818818;2,358722832993077E-9;0,0020498085831684673;5,704723325513615E-9;13641,475818616409;146,4899475795841;3;6248,33528372228;1312,3536575621158;94
107;107;0,00008557297850024074;0,00015863943023405804;0,0003281797982863531;0,68584670842816;0,002229682710831383;0,0001749468638885509;0,00006310239482226187;0,012742517168930732;0,0001338987319001642;0,0034596667774820684;0,00006821265048815395;0,2691099685545237;0,00014128104014183768;9455,03219183077;142,38207045760214;3;18613,79963963048;3111,948731754981;68
108;108;0,0009319339519551052;6,030072318862736E-8;0,09373601859989082;0,036102272230097175;0,07964972089624202;7,815879154958907E-9;0,4382999331298295;0,011936152076036294;0,018734750161434676;0,015642213737763356;3,978398720542458E-8;0,005873525643037758;0,008307923706607812;2751,374323545596;84,75018570769224;4;6271,437452431996;502,12555497810115;29
109;109;3,804525871986246E-10;0,014566784074363516;0,0025591195924272725;0,006312779998478634;0,001439526959206085;8,780091157646024E-17;0,01330216662463319;0,015345620169915508;7,574429141752473E-10;0,012723668136073653;2,8949710815973994E-10;1,0500424833553625E-9;4,562675561517604E-10;1342,4871671040803;46,45933643802997;2;7806,913690972811;325,23941983227945;27
110;110;0,0018871188368359624;0,008878836298142418;0,0027171695074948536;0,002589034358457141;0,0006659056236254271;5,935849005683585E-13;4,581779030370468E-10;0,0001978794417851002;1,399387249418463E-10;9,47472984739951E-10;0,003919212906152613;5,004413239223976E-9;6,099231978775258E-16;326,4130840396011;21,760671029308863;2;1952,589349808553;57,47206390154964;11
111;111;3,5230531191059587E-10;0,0009403252623000504;0,002550461341250239;0,017349309159974773;0,0045454261052215155;5,673182077841904E-13;0,02366424986715132;0,007488729034875216;0,006364156117002694;0,010991930543642732;0,023227720599486266;0,005446408644951977;1,7739906392521826E-8;1357,9774376497019;45,8137410206031;3;2609,4451908545902;226,54061676167888;31
112;112;2,3836074012649992E-9;0,000026105516974722896;0,010535967369555699;0,0020704454474000434;0,021050148502363614;0,000017585056135832143;0,00001969477708566549;0,000022394417257332628;0,027766473415401748;0,009024051829473443;0,012521380909106672;0,009541079307687588;0,27097858388611024;1252,7474938164776;59,03194898603511;3;2723,8268379259152;202,4120034830939;21
113;113;0,000010990023819648609;0,00002906480918271259;0,006022118009197331;0,023561439351565155;0,00014287277405212656;0,02612595115122383;0,000022849936274554696;0,05556776136334006;0,4221549323593661;0,03876100070586523;0,02423907622091702;0,00015614240553225013;0,006784658865724025;1831,2215854081276;67,96584506845184;4;4264,186106820253;394,4753611390845;26
114;114;4,4421108227627895E-8;7,339700160632304E-8;2,461370703616141E-7;0,00768034827645196;2,8878402357533395E-7;1,5700821897023158E-7;1,908825465235054E-8;0,000019635708551157106;0,6383038335124787;2,7166129054975843E-7;0,03924951723015074;0,05211241353422016;1,3959357679804143E-6;1493,1327649884017;62,949580942275;3;12981,816665756018;375,212284324338;21
115;115;9,326261991641422E-10;8,113779553808818E-10;0,008547560418328872;2,685745906131565E-8;8,908390231938477E-9;0,005528739073591193;6,165986660491285E-9;2,8704379315995414E-9;0,9313222673625704;0,00002661711235131036;0,00017533000723195865;0,0005562692857633413;0,0006359880300831501;3857,3834972729824;90,74248370650108;2;4203,8343854541545;492,43644378597475;32
116;116;1,2286299842459808E-7;1,2672172968559322E-7;0,0014445732921772492;0,009800509505692516;0,018700112420126352;0,008879962584922881;9,961811181506802E-7;3,823947219727118E-7;0,9199005340585936;0,028017570801206055;0,0005093755666774199;3,0027956330663296E-7;4,532810826599849E-7;4820,834604049696;162,36942282474226;2;17025,481042804025;1516,5533375387467;31
117;117;1,3550069949640285E-7;2,3830073745851927E-7;0,07430759097262836;0,0145832884882753;0,05989797575627906;2,087875637343662E-6;0,004467467942884684;0,00025154817720031414;0,7485875134043405;0,016301242701546547;0,00008202114690150795;0,00013527794357578532;3,1348665693543202E-6;8454,282978693924;106,55815785509623;4;49983,988410543236;2805,7445229940795;69
118;118;0,000011780329660241443;4,428600826205661E-6;0,005385927685656327;0,00009377792299473912;0,00045637741091080126;0,000012727561978624401;0,000011173058634567443;0,034913287454635844;0,02388118123422862;0,00010802154251096793;0,5829757262544824;0,00005956726937546825;0,012087877268069138;1646,4553680766683;47,18143828681629;3;15344,14827052583;629,5327868580749;28
119;119;2,236869009966398E-6;0,0048773536258706375;0,010707685922673967;0,03686383621305271;0,010020591752974798;1,8785622416801808E-6;0,011280300887466708;0,004130522801501031;0,00547975371682665;0,02550821270035785;0,8122460401263684;0,024580282032525467;0,011555085108323088;19084,359592200628;119,81515090145001;5;14532,220082622107;2780,5392720205436;138
120;120;3,949823383484535E-6;1,7318057115549715E-6;0,032911640719509166;0,009785421269182788;0,013241471176763178;0,005988180894219993;7,4217914349593375E-6;0,014015029194984102;0,00746682245875839;0,02173211183530084;0,8129484335532591;0,008475924112607672;0,010534550060975475;21509,104004647634;119,68577652542305;6;3926,524393661266;1499,571503247978;160
121;121;0,00028845763679863237;0,00004314559514418266;0,0009432721219241533;0,20300345532931427;0,028700294509205377;0,00011025811703500201;0,00006565907034811561;0,0001453049606471798;0,0023664725573612827;0,24405390723536938;0,4984910504638565;0,0002990008758308518;0,0002605732911613073;5465,500877713528;154,10012974318616;4;1603,8911558536693;801,8212066356592;38
122;122;0,0012042334285123151;0,0001066358591907223;0,00517995253830741;0,362601381465219;0,02528812431230195;0,00039193056495763804;0,0009347142559213046;0,00419948449469417;0,0014583153007143807;0,27309380683856743;0,1494713866628269;0,0031943168997056147;0,002292184791345255;5601,54849862396;107,01256830128412;5;7722,513012619031;1961,9295631619632;49
123;123;0,008512629398071197;0,001949792371348513;0,02444425024783128;0,4347623350546458;0,355618754088425;4,896491089954237E-8;0,0022877459155276974;0,029117780352035334;0,0194376047278706;0,04716629270852728;1,3317028540202576E-7;0,022708763367478985;0,0029498186653304447;20934,924385868722;128,40417089648395;6;10804,605735829808;2943,5509249720994;152
124;124;0,0012441892804722855;0,07238482155831727;0,00016299526269029365;0,5182742951644381;0,09592215311143154;0,00005077078097066937;0,00003446098238913839;0,023553964665421277;0,005328951324101878;0,09511479823421819;0,0000362556624073671;0,029771278164474137;0,030553576578805523;2734,4813349968654;93,61115436644226;4;19298,032035774082;1106,2671299463063;30
125;125;0,004320427655907517;0,0021908019456182834;0,024614002161288628;0,7240005048817459;0,04274927790400088;0,007675690171603333;0,007302408109214982;0,027195409781284863;0,008393282542434148;0,03215453874286318;0,0033890282335329288;0,014899221114906148;0,006169061555561673;8751,294591479484;113,34484373416029;4;49999,99939656576;2487,9048083411103;70
126;126;0,00820698978467092;0,005000371351290461;0,032768864220894714;0,09504777234689056;0,03847559737424485;0,007633991796305889;0,5330494653228165;0,039111248484908386;0,042732065592871536;0,11665477046164625;0,005449110030607754;0,028569795603847006;0,0028241493099038792;88925,27186392763;128,6588252524439;7;5869,876081002753;2896,893092219789;612
127;127;1,9313433234362704E-6;0,0012604488338791762;0,021902958467858457;0,03175427368438781;0,013312675856537053;4,2553214242635595E-7;0,5334529081992201;0,000014108526620752801;6,171871432444806E-6;0,36782609068133115;0,003986269751369272;0,0010627243327959767;2,5174851022856915E-6;10467,596980656837;129,34174786374444;4;6905,164824161765;726,6991896963856;76
128;128;0,00036974645864188267;0,0013016856823083866;0,0038039377349430455;0,004793649464856845;0,0010108915520125892;7,862071863731565E-8;0,020634683389531155;0,001145108117207311;0,000368995613120463;0,011944797088982507;0,0005023103720653069;0,15891041209474352;6,112527210965652E-7;1628,061084115258;58,54023027040174;2;4926,718135013094;239,8126653112638;26
129;129;7,369516862626132E-7;0,0017542288273607644;0,015073963337071837;0,01373745404933934;0,03694283578134784;0,00726881954447769;7,845849121011548E-7;8,17634454392459E-6;3,835647050159272E-6;0,006979655970589899;0,006481946989677602;0,35167668801226326;7,97036091821642E-7;1364,0890780692969;56,05605365727096;3;4553,080223470715;271,8675945110453;23
130;130;1,2469568690311774E-7;0,01677052889876045;0,015326189655277381;0,035613784036740315;0,03627952534869315;2,721293340964807E-6;0,006452150897280787;0,021125907230422843;0,007995840393527487;0,02145596441810751;0,001366366566792708;0,08454826607532752;0,016349562140332893;1900,187897336407;52,7886610567378;5;4440,101148066502;554,7005614808011;36
131;131;2,47022168168466E-6;0,008870332712096031;0,011618897095573703;0,2980164358660227;0,026474120698887067;0,016321276990078272;0,021569040805274938;0,004461433397738786;0,3276665462742326;0,09830712998797907;7,212721577650962E-7;0,020094779770589145;0,006004381972793975;3340,0773396855107;94,4858770528007;5;2497,5299352242396;572,5656823420389;35
132;132;0,009669302563368261;0,01788642991018097;2,3914097887153456E-6;0,3644283390317519;0,026896054362053296;2,5282739671545807E-6;0,00003722765856368594;0,0003341185040695371;0,5375766888158381;0,0005661795943812414;5,1192774175135095E-6;9,083104919003013E-6;0,004059211907878181;10324,171714313543;134,8908309287899;4;7399,301088259644;1228,4742578449902;72
133;133;0,00001853710573598533;0,00003194366831174392;0,00003661026012530998;0,13659555548973054;0,020543273677889353;0,00003347965264558341;0,000041259736275518384;0,00003243464494190084;0,7609038845376233;0,03449233274083832;0,00010801054936828634;0,0034330948156120374;0,000032494648299494814;11080,330726295639;126,49629381554963;3;2655,1365349380385;382,003647967193;80
134;134;0,002352365213269922;1,4302321818172067E-7;0,003416925580272109;0,016237615323222734;0,00991127620990449;0,0012254283843474215;3,897387702962853E-7;2,2978496231384316E-7;0,9166397013233683;0,01627055833733922;0,011066801997255316;0,001239436832418638;0,00582804594741044;15479,96979758122;144,6199824685394;4;5109,6124725455875;1220,0667012082406;110
135;135;0,007706054565194773;0,0015795600526129514;0,020207080824359146;0,004468865782956259;0,03158088117052491;8,520385856209691E-8;0,006507486198560822;0,006274072902130322;0,8510693167946348;0,03614405036263725;0,0006900056094276038;0,000011648878092869213;0,008423494800391026;18764,730651980826;138,64822835448766;5;14140,664160221884;4614,654772215393;129
136;136;0,003634692185920847;0,0005270142823758607;0,001944084015085781;0,0942443576569039;0,03178535672570826;0,00021050730919840274;0,00012845518182823292;0,008590997840918024;0,3824662899844807;0,032240235556054285;0,3120419519760398;0,10731743707023933;0,00443886573079439;13800,627907280279;140,58365833587243;5;15203,324163079944;2685,5461109917183;95
137;137;0,01104160188854165;0,0017460754286567873;0,01773279562192234;0,013857122474276453;0,38022341601650284;0,0048328988397078115;1,0916496282066588E-7;0,00676323406030313;0,0023519337973945103;0,037263400876672105;0,4826903825634559;0,009038198000239722;0,0006138021928760133;11339,816670374754;118,1579368450996;5;7977,797435500805;1102,7295465348125;84
138;138;0,015052390586503917;1,6061495389698894E-6;0,020114074088594305;0,03481370810998436;0,014076918758485183;3,7430691590744375E-6;0,039568352063961525;0,010087102285264148;0,030197107622111457;0,08997828070865936;0,6690516191372919;0,04190695363497391;0,0005439541057136348;119435,73713747258;139,70738658156475;7;15405,80163254248;5425,461489129834;820
139;139;1,5699743785925866E-6;9,72647985331058E-7;0,004170467427655957;0,015636677046636866;0,08308868568942775;8,704979637077233E-7;2,6258997687752936E-6;0,010864670960648616;0,011989049288705193;0,2288968748650495;0,5259886284588688;0,005211833376545294;0,012579046766546082;10178,569125056767;104,95521561029788;5;5757,438515220234;1335,2289306051412;87
140;140;0,013849810486216753;1,2546497303399146E-7;0,009656588917934762;0,04579374721088499;0,005881785828212703;0,012295057686322193;0,0054367838031721665;9,89298479011166E-8;3,686771669089841E-7;0,4915777092835882;0,30050023254931646;0,016599431072961898;0,015263941484662905;8680,288786252519;102,09726354401676;6;7298,898827318585;889,7376371244419;76
141;141;2,2178794204352787E-6;2,128422820514948E-7;0,0057425867904089024;0,29535939168492914;0,3242123233001102;6,128565065151069E-7;2,340726238779588E-6;0,0054590551174935305;0,021230750305224047;0,3311698395095556;0,000013187364248163257;0,013512472275098796;6,439998384137333E-7;7840,587032963078;177,81877836653678;4;9746,540349684577;1050,9110637820622;51
142;142;0,04411513346971925;0,000989592272441712;0,016268697880215746;0,5079722851536762;0,03829302194164191;0,008863108262063888;6,565418724923814E-7;0,007164372798746804;0,00003797080745824944;0,31582949941708716;0,0025623884389434034;0,02419725575111462;0,0005799641375240467;39188,76666533893;140,74639191378355;6;17545,06148079115;5567,279064356425;270
143;143;0,000015651529397137598;0,000010376519876538257;0,00002416263909117746;0,7026338266771617;0,010293775511830552;8,970652644485508E-6;0,00033716908660200303;0,00005088609488360102;7,485893835747723E-6;0,2797503018998304;5,858651581244959E-6;0,00002397918994995422;0,000011955716064626752;13429,867733170177;143,56335622057364;3;18153,206494921043;2236,872277326638;96
144;144;2,832517454818031E-7;0,014779430830328118;0,015593210654216937;0,03980094309572098;0,008513923743993625;0,0008779624963219045;0,7616292461692812;0,011660831026359572;0,028005016696555154;0,048282460374923536;2,1147599726865507E-10;0,03180680598660275;0,010061546432707631;29043,424877994268;128,1184076297362;5;8575,39765510144;2043,9970911566013;205
145;145;0,0003853297256841969;0,0006921843662076647;0,019333996050921974;0,028067399848983855;0,007714421477652858;0,00011036857271364185;0,29625561178811816;0,007216057774727044;0,01031051139536351;0,07115717462361512;0,0020454588828146838;0,4735204174222027;0,0006187697130919308;8403,958092707833;100,40463568459089;3;7415,0222312226715;1000,1734393024781;65
146;146;1,1737905980042868E-10;1,3466655005522299E-8;7,364425393278287E-9;0,07666805291281115;6,558521078115063E-8;3,899120290005398E-12;1,1773720597343293E-12;8,497176793630202E-8;0,004997855685776724;0,040963755452261795;0,003057925083483315;0,7258325044005757;4,338253318997361E-14;1428,598946762264;64,90037463664692;3;5923,109486563374;487,3053909517382;20
147;147;3,0930385916635173E-7;0,043670132614900416;0,0002975038871517998;0,0007968051072324288;0,0022930348550353323;2,176081233860701E-6;1,6726184567331747E-6;0,1357625109512122;0,0055308387160446296;0,024924168083358594;1,741985367039153E-6;0,5391959825982392;2,765446536802304E-6;3666,0683613022297;79,26810225208636;4;11068,67837154664;1403,9791650216773;38
148;148;0,0024824724850222753;0,009382885123865092;0,03685331889666692;0,05612373403393867;0,029742315628777275;0,036891624075906286;0,021703059980148594;0,016628018236350284;0,11860636735159982;0,07392453304270183;4,2739852740031796E-6;0,3070856258956616;0,02646806352244135;2536,4397380948467;77,60182132425228;6;13960,336070055017;1005,1044207506311;33
149;149;0,020671522335703747;0,015294751518653607;0,0114515070590568;0,43922191020650847;0,0449271236459917;1,1565684374408322E-6;0,000013903737770715445;0,012251475536032667;0,3547010699274095;0,049782295508604864;0,0014613649417292846;0,024535783243053926;0,001160308905111108;18943,417816288715;133,54283093038387;6;9334,705478775177;2843,625332097052;136
150;150;0,00007080716345629078;0,05695829370733198;0,019041874543024466;0,18618104669834074;0,03277887744853212;0,008406364791151191;0,03033471138846018;0,013810385040777829;0,49869915030216233;0,033158223131972954;0,055496554108629505;0,013838397806467341;0,01555232799953068;44444,90909702682;136,1224511496147;7;7315,032015424864;2820,1332755317612;302
151;151;0,0026856478824216854;0,000498336285846137;0,0026676554777731593;0,028738831127038674;0,016487239323101772;0,0001198485191408617;0,003378916318139642;0,012391464005250796;0,8890226427922518;0,018928129611969158;0,0021659444916417364;0,011165431985038879;0,004259452488302951;1867655,2430744078;145,13202515011207;8;7555,232065091075;3419,3586919094637;12729
152;152;0,012531309126004886;0,004947692525766029;0,00789131876788153;0,028211963782751006;0,06248032170024608;0,003588643402175577;0,035728433467337166;0,004724090079510484;0,7040010121587799;0,07056668885999728;0,003765864238061768;0,03621153811329831;0,0015504364245884892;40052,05392719456;141,09252286240576;6;4196,471863671274;2191,1130950968204;274
153;153;0,32769147519958197;0,0011826754536974754;0,007119207222304399;0,07692584382772459;0,002933888876081474;3,6770121381418993E-7;0,00045305834274208634;0,06483970430415105;0,3522692937284236;0,035038630296153714;0,022427335876367513;0,021670912767139467;0,004219639351679564;33348,42027959194;135,67084998951626;6;9781,443042569608;3338,482361041601;233
154;154;0,41817543121203876;0,10519323960271282;0,016981128466511435;0,010780282271562453;0,16902459962975033;0,0004625995885944386;0,000037456354414525934;0,002471580802330722;0,007901168423205356;0,009771263881032893;0,17985027779041424;0,04916081852008199;0,0019865933301645463;6792,0259733535995;132,65795331456684;5;3906,3817240188014;1002,4076870736196;49
155;155;0,021644220427524483;0,00021907238392580958;0,007510518003666776;0,14989312528473836;0,05753807950289634;0,00001415367350855358;0,00006824758293343928;0,043731045545105325;0,03311195234951178;0,07302791054216067;0,3437916401379085;0,09461384609129857;0,00646014086115791;21028,372115678503;107,50946616672482;8;5621,98920870284;1333,6054201970526;161
156;156;0,000032222412489696247;0,000016598806840578232;0,009874191589348786;0,004799543033369271;0,012345402360434566;1,6348034096390937E-6;0,0003505938028912767;0,00006888051041414386;0,005234219651496475;0,021640274506452253;0,5134733381025828;0,42758218995543645;0,00003727984499379727;7423,544001549673;134,58360128531987;3;5950,084726324573;1478,3587472144675;55
157;157;6,120437464959516E-6;0,03580440641575651;0,002690805680923231;0,020193353382757386;0,0005992923197949938;2,6100461529844832E-6;0,019182758109875717;3,306663473702331E-6;0,004267170161645729;0,2660683291816489;0,07145243012490839;0,24662797726140293;0,0136265143683362;2668,7028897140963;79,10972956475337;5;15473,166897285515;801,0468818813623;34
158;158;0,000038409010984230274;0,00008374024257974185;0,00005632030610463924;0,28022093705334383;0,008897778534354544;0,000014746957142002794;0,003211791831450643;0,006359766441318199;0,0037578888757989837;0,3260629661476635;0,0017807107818378924;0,2851820772803624;0,00007228122243859481;3502,1468630105455;118,00260455216323;5;10839,745983745044;899,4795026845372;28
159;159;6,680228834765827E-7;0,000010509389285488563;0,009064326113042203;0,428478974614414;0,018727747295246892;2,3077423071340822E-7;0,008303743044250607;3,3861336841605965E-7;0,01251857900220585;0,47058376022500337;3,4579364540258943E-7;0,006554243009269027;0,0009042927577820735;4601,620717853686;114,76708721083159;3;16442,085786063846;1196,7860919229404;36
160;160;2,724708097669147E-7;0,013277686525752865;0,006061352106261194;0,6792936163810891;0,000017317772907561348;0,000021208303812628613;1,9083522862038436E-7;3,3708377454147632E-6;0,00558904494387549;0,291504397060809;3,2531166608764155E-7;7,636391543594996E-6;0,000013932622532456111;10264,048270194582;134,73655319088004;3;6955,47288497794;1617,2189365853271;73
161;161;0,0037288419378060733;0,007126008004569362;0,008417491704150166;0,6586157743455235;0,016708591836389397;2,0251527227869946E-10;0,004176349959541459;0,0017419214897827257;0,006843069356876547;0,2230508673854895;0,005105511182385669;0,009114175691043312;0,01086520314798618;21793,121012364423;114,17835158515713;5;4506,93664676413;983,4065851341384;157
162;162;0,0034759003706826366;0,004542499741821228;0,00797130537569186;0,01226046067930008;3,286051957757451E-7;1,0584679860847121E-9;0,917173431864383;1,329645412016568E-7;0,0013929399159638926;0,005377849201955196;0,0010067805100422715;0,000010483606709566814;1,9105137915156064E-8;3659,520734598993;123,78500526115428;2;7415,476811227461;527,0559098877842;27
163;163;0,01057632521658248;0,00041917148814673785;0,001074816769602136;0,0030597000623093914;0,0020949728825040755;0,00001856025860490625;0,43634334512272;0,0007870176515665369;0,0018919049717405262;0,04388701135999248;0,00022467270142551414;0,4738124504621826;0,0026900827609164122;17861,684870310433;130,639936711927;4;10753,135277562229;1770,8894765689863;131
164;164;1,540531729087066E-8;5,4740021856871355E-12;2,3390240251575773E-10;0,0018022169833180539;0,002010536167008588;1,3054521998087303E-17;1,3719920589230456E-9;0,002587135137446925;0,011062861322979983;0,016708343296278287;0,0010939844579696558;0,9427400249734648;4,571040208621885E-10;4367,948367640781;109,99920580682014;2;4768,073567869324;776,7909698242119;36
